"","X","id","date","Time_today","numberof_Timesattend","Total_membersAttend","Attend_2000","Attend_1999","Event1st_mostimportant","Event2nd_mostimportant","Event3rd_mostimportant","Event4th_mostimportant","Event5th_mostimportant","show_concocrane","show_heatherSmith","show_trooper","show_prairieOyster","show_skarecrow","show_widemouthmason","show_mcMaster&James","show_leahy","show_ritachairelli","show_mollyJohnson","Spent_carnival","Spent_food","Spent_beerwine","Spent_vendoritems","Spent_buckforBands","Spend_moretoday","Ten_admissionattend","AttendingSpent_merchandise","AttendingSpent_food","AttendingSpent_otherpurposes","Town","Total_Householdmembers","Education_Level","Age_range","Occupation","Hosehold_Income2000","Event1st_mostimportant1","Event2nd_mostimportant1","Event3rd_mostimportant1","Event4th_mostimportant1","Event5th_mostimportant1","Spent_Carnival1","Spent_food1","Spent_Beer&Wine1","Spent_Vendors1","Spent_Buck for Bands1","Spend_more1","Spent_Downtownmerch","Spent_Downtownfood","Spent_Downtownother","Ten_admissionattend1","House_members","Age_Range"
"923",938,938,17,0.3,"Two times",2,"Yes","Yes",3,4,2,1,5,"Yes",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,17.6,1,14.4,9,2.4,5,4,63,80,38,"Burlington",6,"High School or less","V-20-24","C-Other","U-$100,000 and more","Stage shows","Food,bear,wine","Carnival","Vendors","Parade","$11-20","$0-5","$11-20","$6-10","$0-5","$0-5","$51-100","$51-100","$21-50","Probably would","6-8","V-20-24"
"924",939,939,17,3.5,"One time",3,"No","No",3,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,25,15,20.2,25,5,29,5,127,48.1164285714286,36,"Other",3,"High School or less","A-40-49","M-Sales position","L-$80,000-$99,999","Stage shows","Food,bear,wine","Vendors","Carnival","Parade","$21-50","$11-20","$21-50","$21-50","$0-5","$21-50","$101-200","$21-50","$21-50","Definitely would","3-5","A-40-49"
"925",940,940,17,2,"Four times",1,"Yes","Yes",3,4,1,5,2,"Yes",NA,NA,"Yes",NA,NA,NA,"Yes","Yes",NA,22.4,10,12,11,3,10,4,25,13,8,"Burlington",1,"Some university","G-50-59","E-Reired","D-$20,000-$39,999","Stage shows","Food,bear,wine","Vendors","Parade","Carnival","$21-50","$6-10","$11-20","$11-20","$0-5","$6-10","$21-50","$11-20","$6-10","Probably would","0-2","G-50-59"
"926",941,941,17,0.75,"One time",8,"Yes","Yes",3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,19.6,5,10.4,10,3,20,3,30,60,72,"Burlington",4,"Some or graduated from community college","T-25-29","E-Reired","B-$60,000-$79,999","Stage shows","Vendors","Carnival","Food,bear,wine","Parade","$11-20","$0-5","$11-20","$6-10","$0-5","$11-20","$21-50","$51-100","$51-100","Might or might not","3-5","T-25-29"
"927",942,942,17,0.1,"Two times",1,"No","No",3,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,24.8,1,20,7,5,1,5,89,53,9,"Burlington",1,"High School or less","A-40-49","L-Managerial position","B-$60,000-$79,999","Stage shows","Parade","Carnival","Stage shows","Stage shows","$21-50","$0-5","$11-20","$6-10","$0-5","$0-5","$51-100","$51-100","$6-10","Definitely would","0-2","A-40-49"
"928",943,943,17,0.25,"Two times",1,"No","No",3,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,5,23.8,10,4,10,3,20,33.4,36,"Other",1,"Some graduate school or graduate degree","A-40-49","Y-Professional","B-$60,000-$79,999","Stage shows","Food,bear,wine","Carnival","Carnival","Food,bear,wine","$11-20","$0-5","$21-50","$6-10","$0-5","$6-10","$11-20","$21-50","$21-50","Might or might not","0-2","A-40-49"
"929",944,944,17,0.5,"Three times",1,"No","Yes",3,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,14.4,11,3.8,5,1,54,23.6,14,"Burlington",1,"University graduate","E-60-69","E-Reired","W-$40,000-$59,999","Stage shows","Parade","Carnival","Carnival","Stage shows","$11-20","$0-5","$11-20","$11-20","$0-5","$0-5","$51-100","$21-50","$11-20","Definitely would not","0-2","E-60-69"
"930",945,945,17,0.5,"Two times",4,"Yes","Yes",5,3,2,1,4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,19,12,5,30,2,48,39,25,"Burlington",4,"High School or less","D-30-39","B-Not employed outside of home","L-$80,000-$99,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$11-20","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would not","3-5","D-30-39"
"931",946,946,17,3,"Four times",4,"Yes","Yes",3,5,2,2,4,"Yes",NA,"Yes",NA,NA,"Yes","Yes","Yes",NA,NA,30,10,17.6,17,10,50,5,34,20,17,"Burlington",4,"Some graduate school or graduate degree","A-40-49","A-Teacher","L-$80,000-$99,999","Stage shows","Parade","Carnival","Carnival","Food,bear,wine","$21-50","$6-10","$11-20","$11-20","$6-10","$21-50","$21-50","$11-20","$11-20","Definitely would","3-5","A-40-49"
"932",947,947,17,1,"One time",2,"No","No",3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,5.2,6,1.8,2,1,40,20,13,"Other",2,"High School or less","D-30-39","C-Other","G-$10,000-$19,999","Stage shows","Carnival","Stage shows","Stage shows","Carnival","$11-20","$0-5","$6-10","$6-10","$0-5","$0-5","$21-50","$11-20","$11-20","Definitely would not","0-2","D-30-39"
"933",948,948,17,0.6,"One time",4,"No","No",1,4,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,9,17,16,2,60,2,21,38.2,22,"Hamilton",6,"Some or graduated from community college","V-20-24","C-Other","D-$20,000-$39,999","Vendors","Food,bear,wine","Stage shows","Carnival","Parade","$11-20","$6-10","$11-20","$11-20","$0-5","$51-100","$21-50","$21-50","$21-50","Probably would not","6-8","V-20-24"
"934",949,949,17,1,"One time",4,"Yes","Yes",2,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,40,20,22,10,3.8,50,2,50,34,7,"Hamilton",4,"High School or less","D-30-39","X-Self employed","W-$40,000-$59,999","Carnival","Vendors","Food,bear,wine","Stage shows","Parade","$21-50","$11-20","$21-50","$6-10","$0-5","$21-50","$21-50","$21-50","$6-10","Probably would not","3-5","D-30-39"
"935",950,950,17,2,"Two times",1,"Yes","Yes",3,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,10,13.6,10,1,10,4,16,12.4,11,"Burlington",1,"High School or less","G-50-59","G-Unemployed","G-$10,000-$19,999","Stage shows","Parade","Food,bear,wine","Carnival","Vendors","$21-50","$6-10","$11-20","$6-10","$0-5","$6-10","$11-20","$11-20","$11-20","Probably would","0-2","G-50-59"
"936",951,951,17,2,"Four times",1,"Yes","Yes",3,1,4,2,5,"Yes",NA,"Yes",NA,"Yes",NA,NA,"Yes",NA,NA,20.6,12,17,40,6,30,4,40,20,15,"Burlington",1,"University graduate","D-30-39","Y-Professional","W-$40,000-$59,999","Stage shows","Vendors","Food,bear,wine","Carnival","Parade","$21-50","$11-20","$11-20","$21-50","$6-10","$21-50","$21-50","$11-20","$11-20","Probably would","0-2","D-30-39"
"937",952,952,17,0.25,"One time",2,"No","Yes",4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,20,18,10,4.4,25,3,20,37,26,"Hamilton",2,"High School or less","A-40-49","X-Self employed","L-$80,000-$99,999","Food,bear,wine","Stage shows","Stage shows","Carnival","Food,bear,wine","$21-50","$11-20","$11-20","$6-10","$0-5","$21-50","$11-20","$21-50","$21-50","Might or might not","0-2","A-40-49"
"938",953,953,17,1,"Three times",7,"Yes","Yes",3,2,4,1,5,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"Yes",60,20,20,20,10,40,1,47,44,34,"Burlington",4,"Some graduate school or graduate degree","D-30-39","Y-Professional","B-$60,000-$79,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$51-100","$11-20","$11-20","$11-20","$6-10","$21-50","$21-50","$21-50","$21-50","Definitely would not","3-5","D-30-39"
"939",954,954,17,0.1,"One time",1,"Yes","Yes",3,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,12.6,11,1,10,3,24,22,13,"Burlington",1,"Some or graduated from community college","D-30-39","A-Teacher","D-$20,000-$39,999","Stage shows","Vendors","Food,bear,wine","Parade","Food,bear,wine","$11-20","$0-5","$11-20","$11-20","$0-5","$6-10","$21-50","$21-50","$11-20","Might or might not","0-2","D-30-39"
"940",955,955,17,1.5,"Two times",3,"Yes","Yes",3,2,5,1,4,"Yes","Yes",NA,"Yes",NA,NA,NA,"Yes",NA,NA,20,9,24.4,2,1.8,30,1,50,38,21,"Hamilton",4,"High School or less","D-30-39","C-Other","B-$60,000-$79,999","Stage shows","Carnival","Parade","Vendors","Food,bear,wine","$11-20","$6-10","$21-50","$0-5","$0-5","$21-50","$21-50","$21-50","$21-50","Definitely would not","3-5","D-30-39"
"941",956,956,17,1.5,"One time",2,"Yes","Yes",3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,16,16,20,2,50,2,20,17,10,"Oakville",3,"Some or graduated from community college","G-50-59","H-Office worker","U-$100,000 and more","Stage shows","Vendors","Carnival","Food,bear,wine","Parade","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$11-20","$11-20","$6-10","Probably would not","3-5","G-50-59"
"942",957,957,17,0.5,"Two times",1,"Yes","Yes",3,4,1,5,2,"Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,14,10,10.4,15,2,20,4,29,33,30,"Hamilton",1,"High School or less","A-40-49","M-Sales position","B-$60,000-$79,999","Stage shows","Food,bear,wine","Vendors","Parade","Carnival","$11-20","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$21-50","Probably would","0-2","A-40-49"
"943",958,958,17,4,"Three times",1,"Yes","Yes",5,3,4,1,2,"Yes",NA,NA,"Yes",NA,NA,"Yes",NA,"Yes",NA,48,20,21,17,20,50,5,60,67,21,"Burlington",2,"University graduate","B-70 and older","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Food,bear,wine","Vendors","Carnival","$21-50","$11-20","$21-50","$11-20","$11-20","$21-50","$51-100","$51-100","$21-50","Definitely would","0-2","B-70 and older"
"944",959,959,17,3,"One time",5,"No","Yes",2,3,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,26,24,3,32,3,26,29.4,42,"Burlington",5,"University graduate","D-30-39","M-Sales position","W-$40,000-$59,999","Carnival","Stage shows","Food,bear,wine","Vendors","Parade","$21-50","$11-20","$21-50","$21-50","$0-5","$21-50","$21-50","$21-50","$21-50","Might or might not","3-5","D-30-39"
"945",960,960,17,0.5,"One time",2,"No","Yes",2,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,11.4,20.2,14,2.4,20,1,66,41,85,"Other",2,"High School or less","G-50-59","C-Other","W-$40,000-$59,999","Carnival","Food,bear,wine","Stage shows","Vendors","Parade","$21-50","$11-20","$21-50","$11-20","$0-5","$11-20","$51-100","$21-50","$51-100","Definitely would not","0-2","G-50-59"
"946",961,961,17,4,"Three times",4,"Yes","Yes",5,3,1,4,2,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,33,20,30,13,1,40,3,21,30,7,"Burlington",1,"Some or graduated from community college","D-30-39","D-Skilled labour","W-$40,000-$59,999","Parade","Stage shows","Vendors","Food,bear,wine","Carnival","$21-50","$11-20","$21-50","$11-20","$0-5","$21-50","$21-50","$21-50","$6-10","Might or might not","0-2","D-30-39"
"947",962,962,17,3,"One time",3,"Yes","No",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2,22.4,15,3.6,50,1,81,70,25,"Other",5,"Some or graduated from community college","D-30-39","X-Self employed","L-$80,000-$99,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$21-50","$0-5","$21-50","$11-20","$0-5","$21-50","$51-100","$51-100","$21-50","Definitely would not","3-5","D-30-39"
"948",963,963,17,1.5,"Two times",1,"No","No",3,1,2,5,4,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,12.6,5,15,13,3.6,10,4,20,48,29,"Burlington",2,"University graduate","V-20-24","C-Other","U-$100,000 and more","Stage shows","Vendors","Carnival","Parade","Food,bear,wine","$11-20","$0-5","$11-20","$11-20","$0-5","$6-10","$11-20","$21-50","$21-50","Probably would","0-2","V-20-24"
"949",964,964,17,0.5,"Two times",2,"Yes","Yes",5,3,2,2,4,"Yes",NA,NA,NA,NA,"Yes",NA,NA,NA,"Yes",25,10.9,21.2,14,3,22,2,42,40,11,"Burlington",3,"Some or graduated from community college","G-50-59","M-Sales position","B-$60,000-$79,999","Parade","Stage shows","Carnival","Carnival","Food,bear,wine","$21-50","$11-20","$21-50","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Probably would not","3-5","G-50-59"
"950",965,965,17,1,"Three times",2,"Yes","Yes",5,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.2,12.6,13,1,39,1,31,45,30,"Burlington",2,"University graduate","G-50-59","X-Self employed","L-$80,000-$99,999","Parade","Stage shows","Stage shows","Carnival","Stage shows","$11-20","$11-20","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Definitely would not","0-2","G-50-59"
"951",966,966,17,2,"One time",3,"Yes","Yes",2,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,20,10,10.6,100,4,25,25,20,"Burlington",3,"University graduate","T-25-29","Y-Professional","L-$80,000-$99,999","Carnival","Vendors","Parade","Food,bear,wine","Stage shows","$51-100","$11-20","$11-20","$6-10","$11-20","$51-100","$21-50","$21-50","$11-20","Probably would","3-5","T-25-29"
"952",967,967,17,0.2,"One time",1,"No","No",3,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,12.3,19,6,3.4,2,4,57,21,29,"Other",2,"Some graduate school or graduate degree","A-40-49","X-Self employed","W-$40,000-$59,999","Stage shows","Food,bear,wine","Carnival","Stage shows","Stage shows","$11-20","$11-20","$11-20","$6-10","$0-5","$0-5","$51-100","$21-50","$21-50","Probably would","0-2","A-40-49"
"953",968,968,17,0.1,"One time",1,"No","No",3,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,2.8,7.2,13,2,5,2,44,39,28,"Oakville",4,"High School or less","F-16-19","C-Other","B-$60,000-$79,999","Stage shows","Food,bear,wine","Carnival","Food,bear,wine","Stage shows","$11-20","$0-5","$6-10","$11-20","$0-5","$0-5","$21-50","$21-50","$21-50","Probably would not","3-5","F-16-19"
"954",969,969,17,0.1,"Two times",3,"Yes","Yes",1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,18.6,13,3,20,4,24,54,14,"Burlington",4,"High School or less","A-40-49","W-Other blue collar","L-$80,000-$99,999","Vendors","Carnival","Stage shows","Food,bear,wine","Carnival","$21-50","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$51-100","$11-20","Probably would","3-5","A-40-49"
"955",970,970,17,1,"One time",2,"No","Yes",4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,5,8.6,11,2.8,32,4,52,23,16,"Hamilton",1,"High School or less",NA,"E-Reired","D-$20,000-$39,999","Food,bear,wine","Food,bear,wine","Carnival","Stage shows","Stage shows","$6-10","$0-5","$6-10","$11-20","$0-5","$21-50","$51-100","$21-50","$11-20","Probably would","0-2",NA
"956",971,971,17,0.1,"Two times",1,"No","No",3,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,11.4,10.4,12,5.2,20,2,34,20,14,"Burlington",2,"Some graduate school or graduate degree","V-20-24","A-Teacher","W-$40,000-$59,999","Stage shows","Carnival","Food,bear,wine","Vendors","Parade","$21-50","$11-20","$11-20","$11-20","$6-10","$11-20","$21-50","$11-20","$11-20","Probably would not","0-2","V-20-24"
"957",972,972,17,0.1,"One time",1,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,21,10,5,23,1,74,27.6,12,"Burlington",1,"Some or graduated from community college","B-70 and older","E-Reired","B-$60,000-$79,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$21-50","$0-5","$21-50","$6-10","$0-5","$21-50","$51-100","$21-50","$11-20","Definitely would not","0-2","B-70 and older"
"958",973,973,17,0.1,"Two times",1,"Yes","Yes",3,4,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,43,25.6,22,3.6,44,2,59,32,16,"Burlington",1,"University graduate","A-40-49","A-Teacher","W-$40,000-$59,999","Stage shows","Food,bear,wine","Stage shows","Carnival","Food,bear,wine","$21-50","$21-50","$21-50","$21-50","$0-5","$21-50","$51-100","$21-50","$11-20","Probably would not","0-2","A-40-49"
"959",974,974,17,0.1,"Two times",1,"No","No",3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,11,23,12,6.4,42,3,10,47,23,"Hamilton",3,"Some university","G-50-59","E-Reired","D-$20,000-$39,999","Stage shows","Stage shows","Food,bear,wine","Stage shows","Stage shows","$21-50","$11-20","$21-50","$11-20","$6-10","$21-50","$6-10","$21-50","$21-50","Might or might not","3-5","G-50-59"
"960",975,975,17,6,"Four times",3,"Yes","Yes",3,5,2,4,1,"Yes","Yes","Yes","Yes",NA,NA,NA,"Yes",NA,NA,50,75,55,15,15,50,4,150,75,48,"Mississauga",4,"University graduate","G-50-59","Y-Professional","U-$100,000 and more","Stage shows","Parade","Carnival","Food,bear,wine","Vendors","$21-50","$51-100","$51-100","$11-20","$11-20","$21-50","$101-200","$51-100","$21-50","Probably would","3-5","G-50-59"
"961",976,976,17,0.1,"Two times",3,"No","No",3,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,17,4,8.8,13,2.2,15,4,33,47,27,"Burlington",3,"Some or graduated from community college","D-30-39","B-Not employed outside of home","W-$40,000-$59,999","Stage shows","Parade","Vendors","Food,bear,wine","Carnival","$11-20","$0-5","$6-10","$11-20","$0-5","$11-20","$21-50","$21-50","$21-50","Probably would","3-5","D-30-39"
"962",977,977,17,3.5,"Two times",1,"Yes","Yes",3,4,3,1,3,NA,NA,NA,"Yes",NA,NA,NA,"Yes",NA,NA,12.9,7,7.2,16,2,2,1,27,16.6,27,"Hamilton",1,"Some or graduated from community college","A-40-49","D-Skilled labour","W-$40,000-$59,999","Stage shows","Food,bear,wine","Stage shows","Vendors","Stage shows","$11-20","$6-10","$6-10","$11-20","$0-5","$0-5","$21-50","$11-20","$21-50","Definitely would not","0-2","A-40-49"
"963",978,978,17,1.5,"One time",4,"No","Yes",2,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10,12.6,16,3.4,30,4,46,39,66,"Burlington",4,"Some or graduated from community college","D-30-39","B-Not employed outside of home","U-$100,000 and more","Carnival","Stage shows","Vendors","Food,bear,wine","Parade","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$51-100","Probably would","3-5","D-30-39"
"964",979,979,17,1,"Four times",2,"No","Yes",3,4,5,1,2,"Yes","Yes","Yes",NA,NA,NA,"Yes",NA,NA,NA,38,15,20,18,5,50,4,29,50,21,"Burlington",3,"University graduate","T-25-29","H-Office worker","B-$60,000-$79,999","Stage shows","Food,bear,wine","Parade","Vendors","Carnival","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$21-50","Probably would","3-5","T-25-29"
"965",980,980,17,0.5,"One time",2,"No","Yes",5,3,6,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,11.6,14.8,11,4.4,30,1,42,26.2,16,"Burlington",4,"University graduate","A-40-49","L-Managerial position","L-$80,000-$99,999","Parade","Stage shows",NA,NA,"Carnival","$21-50","$11-20","$11-20","$11-20","$0-5","$21-50","$21-50","$21-50","$11-20","Definitely would not","3-5","A-40-49"
"966",981,981,17,0.1,"Two times",5,"No","No",3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,2,9.8,13,3,20,4,20,66,12,"Other",2,"Some university","G-50-59","E-Reired","B-$60,000-$79,999","Stage shows","Carnival","Food,bear,wine","Carnival","Stage shows","$11-20","$0-5","$6-10","$11-20","$0-5","$11-20","$11-20","$51-100","$11-20","Probably would","0-2","G-50-59"
"967",982,982,17,0.1,"One time",6,"Yes","No",3,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,10,17,20,4.8,28,2,49,20,9,"Hamilton",5,"High School or less","A-40-49","Y-Professional","U-$100,000 and more","Stage shows","Food,bear,wine","Stage shows","Stage shows","Stage shows","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$6-10","Probably would not","3-5","A-40-49"
"968",983,983,17,0.1,"Two times",4,"Yes","Yes",3,5,1,2,4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,10,10.9,12,2.2,15,4,41,40,10,"Burlington",5,"University graduate","G-50-59","A-Teacher","B-$60,000-$79,999","Stage shows","Parade","Vendors","Carnival","Food,bear,wine","$11-20","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$6-10","Probably would","3-5","G-50-59"
"969",984,984,17,0.1,"One time",2,"Yes","Yes",3,5,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17,18.8,12,2.6,20,2,46,37.2,10,"Hamilton",2,"University graduate","B-70 and older","E-Reired","B-$60,000-$79,999","Stage shows","Parade","Vendors","Food,bear,wine","Carnival","$11-20","$11-20","$11-20","$11-20","$0-5","$11-20","$21-50","$21-50","$6-10","Probably would not","0-2","B-70 and older"
"970",985,985,17,0.5,"One time",5,"Yes","No",1,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,13.5,11.4,20,2.8,20,1,22,17,12,"Hamilton",5,"High School or less","T-25-29","C-Other","G-$10,000-$19,999","Vendors","Food,bear,wine","Carnival","Stage shows","Vendors","$21-50","$11-20","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$11-20","Definitely would not","3-5","T-25-29"
"971",986,986,17,2,"Two times",1,"Yes","Yes",3,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,40,35,27,10,4,15,4,26,20,24,"Burlington",4,"Some or graduated from community college","V-20-24","B-Not employed outside of home","R-Less than 10,000","Stage shows","Vendors","Carnival","Parade","Food,bear,wine","$21-50","$21-50","$21-50","$6-10","$0-5","$11-20","$21-50","$11-20","$21-50","Probably would","3-5","V-20-24"
"972",987,987,17,3,"Four times",3,"Yes","Yes",3,4,2,2,4,NA,NA,NA,NA,NA,"Yes","Yes","Yes",NA,NA,29,40,20,13,2,64,5,33,29,11,"Burlington",3,"Some graduate school or graduate degree","A-40-49","G-Unemployed","R-Less than 10,000","Stage shows","Food,bear,wine","Carnival","Carnival","Food,bear,wine","$21-50","$21-50","$11-20","$11-20","$0-5","$51-100","$21-50","$21-50","$11-20","Definitely would","3-5","A-40-49"
"973",988,988,17,2,"One time",4,"No","No",3,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,20,28,17,7.8,20,5,49,18,5,"Oakville",4,"Some graduate school or graduate degree","G-50-59","A-Teacher","B-$60,000-$79,999","Stage shows","Food,bear,wine","Food,bear,wine","Vendors","Stage shows","$21-50","$11-20","$21-50","$11-20","$6-10","$11-20","$21-50","$11-20","$0-5","Definitely would","3-5","G-50-59"
"974",989,989,17,2,"One time",6,"Yes","Yes",3,2,6,6,1,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,20,20,14,15,2,40,5,49,15,38,"Hamilton",2,"Some or graduated from community college","E-60-69","E-Reired","D-$20,000-$39,999","Stage shows","Carnival",NA,NA,"Vendors","$11-20","$11-20","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$21-50","Definitely would","0-2","E-60-69"
"975",990,990,17,4,"One time",1,"Yes","Yes",5,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,5,7,10,2,23,1,10,7,9,"Hamilton",1,"Some or graduated from community college","E-60-69","E-Reired","G-$10,000-$19,999","Parade","Food,bear,wine","Vendors","Stage shows","Stage shows","$11-20","$0-5","$6-10","$6-10","$0-5","$21-50","$6-10","$6-10","$6-10","Definitely would not","0-2","E-60-69"
"976",991,991,17,3,"One time",2,"Yes","Yes",5,1,3,3,3,"Yes",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,22,10,12,10,2,10,4,30,36,12,"Burlington",2,"Some or graduated from community college","E-60-69","E-Reired","B-$60,000-$79,999","Parade","Vendors","Stage shows","Stage shows","Stage shows","$21-50","$6-10","$11-20","$6-10","$0-5","$6-10","$21-50","$21-50","$11-20","Probably would","0-2","E-60-69"
"977",992,992,17,2,"One time",2,"Yes","Yes",5,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,22,10,18,15,2,22,4,28,20,10,"Hamilton",3,"Some or graduated from community college","D-30-39","E-Reired","W-$40,000-$59,999","Parade","Stage shows","Carnival","Vendors","Food,bear,wine","$21-50","$6-10","$11-20","$11-20","$0-5","$21-50","$21-50","$11-20","$6-10","Probably would","3-5","D-30-39"
"978",993,993,17,3,"Two times",2,"Yes","Yes",3,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,10,10,20,3.6,28,5,56,51,34,"Burlington",1,"Some or graduated from community college","A-40-49","X-Self employed","W-$40,000-$59,999","Stage shows","Food,bear,wine","Carnival","Carnival","Food,bear,wine","$11-20","$6-10","$6-10","$11-20","$0-5","$21-50","$51-100","$51-100","$21-50","Definitely would","0-2","A-40-49"
"979",994,994,17,3,NA,2,"No","Yes",5,3,2,3,2,NA,NA,NA,"Yes",NA,NA,"Yes",NA,NA,NA,15.2,10,15,13,2,17,4,34,20,18,"Burlington",2,"High School or less","G-50-59","C-Other","B-$60,000-$79,999","Parade","Stage shows","Carnival","Stage shows","Carnival","$11-20","$6-10","$11-20","$11-20","$0-5","$11-20","$21-50","$11-20","$11-20","Probably would","0-2","G-50-59"
